,t,hexbug,x,y
0,0,0,239.98019787190336,527.8747142152434
1,0,1,363.9268904850754,565.4310787284661
2,0,2,522.6774159237493,592.252491944772
3,0,3,643.3014812928684,467.85922996484254
4,0,4,629.606984372925,345.07825486191115
5,1,0,239.98019787190336,527.8747142152434
6,1,1,363.9268904850754,565.4310787284661
7,1,2,522.6774159237493,592.252491944772
8,1,3,643.3014812928684,467.85922996484254
9,1,4,629.606984372925,345.07825486191115
10,2,0,239.1596888442452,528.6952232429016
11,2,1,361.4653634021008,565.4310787284661
12,2,2,522.6774159237493,592.252491944772
13,2,3,642.9649111132925,467.85922996484254
14,2,4,629.606984372925,345.07825486191115
15,3,0,231.77510759532123,520.4901329663195
16,3,1,312.2348217426078,549.0208981753017
17,3,2,466.5895889089969,603.8358475239056
18,3,3,648.3500339865075,493.1019934330376
19,3,4,657.6508978803013,374.9511192502032
20,4,0,230.1340895400047,518.0286058833449
21,4,1,313.055330770266,549.0208981753017
22,4,2,466.5895889089969,603.8358475239056
23,4,3,648.3500339865075,493.1019934330376
24,4,4,657.6508978803013,374.9511192502032
25,5,0,195.67271037835968,462.2339920025861
26,5,1,290.0810779958359,549.0208981753017
27,5,2,409.89211160060586,608.103399579376
28,5,3,643.3014812928684,508.5842216935306
29,5,4,679.5983084512912,374.3414689565645
30,6,0,193.21118329538496,462.2339920025861
31,6,1,290.90158702349413,549.0208981753017
32,6,2,409.28246130696726,607.4937492857373
33,6,3,643.3014812928684,508.5842216935306
34,6,4,679.5983084512912,374.3414689565645
35,7,0,195.67271037835968,460.5929739472697
36,7,1,290.90158702349413,549.0208981753017
37,7,2,409.28246130696726,607.4937492857373
38,7,3,643.3014812928684,508.5842216935306
39,7,4,680.2079587449299,374.3414689565645
40,8,0,201.4162735719671,422.84955867499167
41,8,1,266.28631619374767,543.2773349816943
42,8,2,349.5367325303832,627.002558682173
43,8,3,616.3758669267936,483.0048880457596
44,8,4,707.6422219586675,372.5125180756487
45,9,0,201.4162735719671,422.84955867499167
46,9,1,266.28631619374767,543.2773349816943
47,9,2,349.5367325303832,627.002558682173
48,9,3,616.0392967472178,483.0048880457596
49,9,4,707.6422219586675,372.5125180756487
50,10,0,211.2623819038658,444.1827933941053
51,10,1,245.77359050229225,510.4569738753656
52,10,2,290.4006540474377,663.5815763004898
53,10,3,596.1816561522377,454.0598526022293
54,10,4,726.5413810614644,389.58272629752986
55,11,0,211.2623819038658,444.1827933941053
56,11,1,245.77359050229225,510.4569738753656
57,11,2,291.01030434107633,664.1912265941284
58,11,3,596.1816561522377,454.0598526022293
59,11,4,726.5413810614644,389.58272629752986
60,12,0,208.80085482089103,393.3112336792959
61,12,1,240.03002730868468,532.6107176221374
62,12,2,230.6549252708536,701.3798945060837
63,12,3,592.1428139973265,415.3542819509968
64,12,4,741.7826384024297,416.4073392176288
65,13,0,208.80085482089103,393.3112336792959
66,13,1,239.20951828102648,532.6107176221374
67,13,2,230.6549252708536,701.3798945060837
68,13,3,592.1428139973265,415.3542819509968
69,13,4,741.7826384024297,416.4073392176288
70,14,0,208.80085482089103,393.3112336792959
71,14,1,238.38900925336827,532.6107176221374
72,14,2,229.4356246835764,701.3798945060837
73,14,3,592.1428139973265,415.3542819509968
74,14,4,741.7826384024297,416.4073392176288
75,15,0,173.51896663158772,403.9778510388527
76,15,1,221.978828700204,502.25188359878337
77,15,2,171.5188467879081,733.6913600689302
78,15,3,565.8903399904036,430.163369852338
79,15,4,728.3703319423803,447.4995041931981
80,16,0,173.51896663158772,403.9778510388527
81,16,1,221.978828700204,502.25188359878337
82,16,2,171.5188467879081,733.6913600689302
83,16,3,565.8903399904036,430.163369852338
84,16,4,728.3703319423803,447.4995041931981
85,17,0,111.98078955722144,426.9521038132828
86,17,1,217.05577453425465,452.2008329116321
87,17,2,103.84766419402207,773.9282794490787
88,17,3,581.0359980713206,386.40924650746655
89,17,4,725.3220804741873,483.4688715178762
90,18,0,111.98078955722144,426.9521038132828
91,18,1,217.05577453425465,451.3803238839739
92,18,2,103.84766419402207,773.9282794490787
