,t,hexbug,x,y
0,0,0,234.29933774834456,527.4278145695364
1,1,0,229.72185430463594,525.9019867549669
2,2,0,273.24352331606235,477.1150259067357
3,3,0,320.99481865284986,435.7305699481865
4,4,0,376.7046632124353,419.8134715025906
5,5,0,437.18963730569965,411.85492227979273
6,6,0,418.09606986899576,354.4873362445415
7,7,0,447.6087336244542,295.46200873362454
8,8,0,517.3659388646288,265.9493449781659
9,9,0,601.1357512953368,243.13367875647666
10,10,0,683.7100436681225,249.85152838427922
11,11,0,750.7842794759827,314.2427947598254
12,12,0,761.5161572052402,367.9021834061137
13,13,0,782.9799126637556,437.65938864628833
14,14,0,774.9310043668121,518.1484716157208
15,15,0,659.5633187772927,536.9292576419216
16,16,0,603.2209606986901,542.2951965065504
17,17,0,541.5126637554587,547.6611353711792
18,18,0,461.0652849740934,542.3751295336787
19,19,0,397.39689119171,531.2331606217616
20,20,0,341.6870466321245,465.97305699481853
21,21,0,334.924017467249,392.0489082969433
22,22,0,337.6069868995633,314.24279475982536
23,23,0,377.85152838427956,239.11965065502181
24,24,0,415.4131004366813,177.41135371179055
25,25,0,444.9257641921398,107.65414847161571
26,26,0,490.6384105960266,39.16291390728475
27,27,0,627.9629139072849,17.801324503311236
28,28,0,689.0759825327513,80.82445414847155
29,29,0,713.2227074235809,153.2646288209607
30,30,0,698.2300518134716,236.7668393782383
31,31,0,701.4134715025907,298.84352331606215
32,32,0,684.4185430463577,376.37086092715225
33,33,0,640.9284974093265,450.05595854922274
34,34,0,694.44192139738,515.4655021834063
35,35,0,750.7842794759825,563.7589519650658
36,36,0,697.1248908296944,579.8567685589521
37,37,0,640.9284974093265,642.6528497409325
38,38,0,576.391266375546,687.1755458515287
39,39,0,506.6340611353713,714.0052401746726
40,40,0,422.8642487046633,741.3388601036269
41,41,0,354.8397350993379,761.6423841059602
42,42,0,279.61036269430065,699.9544041450777
43,43,0,218.2781456953644,746.3841059602648
44,44,0,156.4821192052982,644.153642384106
45,45,0,120.28646288209609,587.9056768558954
46,46,0,97.73774834437103,515.9841059602647
47,47,0,101.50567685589523,507.41659388646303
48,48,0,144.2754966887419,454.95099337748337
49,49,0,222.23930131004374,424.24454148471625
50,50,0,306.7761589403975,417.56821192052973
51,51,0,379.8880829015545,456.42279792746103
52,52,0,439.559825327511,491.31877729257656
53,53,0,491.30777202072545,536.0082901554404
54,54,0,541.7536423841061,584.646357615894
55,55,0,571.0253275109171,665.7117903930133
56,56,0,573.7960264900663,747.1470198675495
57,57,0,580.6622516556292,760.1165562913907
58,58,0,627.9629139072849,764.6940397350993
59,59,0,696.638341968912,684.0373056994817
60,60,0,742.7353711790395,633.5161572052403
61,61,0,723.9545851528384,628.1502183406118
62,62,0,729.3205240174674,590.5886462882098
63,63,0,710.9637305699482,539.1917098445595
64,64,0,677.537823834197,486.6652849740932
65,65,0,654.1973799126639,408.1467248908298
66,66,0,639.336787564767,297.2518134715025
67,67,0,640.7825327510918,217.65589519650655
68,68,0,640.9284974093265,141.26424870466317
69,69,0,650.478756476684,61.6787564766839
70,70,0,804.8746113989638,12.335751295336749
71,71,0,873.3181347150258,55.31191709844555
72,72,0,938.578238341969,104.65492227979269
73,73,0,978.3709844559586,144.44766839378232
74,74,0,1008.6134715025906,206.52435233160614
75,75,0,1014.980310880829,270.19274611398953
76,76,0,1013.715283842795,343.755458515284
77,77,0,978.836681222707,381.3170305676858
78,78,0,933.2262008733627,445.7082969432315
79,79,0,892.9816593886464,494.00174672489095
80,80,0,817.858515283843,437.6593886462884
81,81,0,758.833187772926,394.7318777292578
82,82,0,688.6797927461141,345.0031088082901
83,83,0,624.6847161572053,290.0960698689957
84,84,0,611.2698689956333,206.92401746724892
85,85,0,588.4020725388602,130.12227979274607
86,86,0,576.391266375546,70.09257641921391
87,87,0,576.0847682119206,1.7801324503311093
88,88,0,649.3245033112584,4.068874172185417
89,89,0,722.1056994818654,15.519170984455911
90,90,0,796.9160621761658,33.027979274611354
91,91,0,854.2176165803108,61.6787564766839
92,92,0,900.3772020725388,74.41243523316058
93,93,0,954.6899563318779,104.97117903930129
94,94,0,1005.4300518134716,138.080829015544
95,95,0,1011.0323144104806,185.46026200873365
96,96,0,1021.6264900662253,242.0980132450331
