,t,hexbug,x,y
0,0,0,717.7527853295715,847.9427271791355
1,1,0,717.7527853295715,847.9427271791355
2,2,0,717.7527853295715,847.9427271791355
3,3,0,775.059912931601,849.1620277664128
4,4,0,775.059912931601,849.1620277664128
5,5,0,840.2924943509324,838.7979727745565
6,6,0,840.2924943509324,838.7979727745565
7,7,0,840.2924943509324,838.7979727745565
8,8,0,904.9154254766254,858.3067821709919
9,9,0,904.9154254766254,858.3067821709919
10,10,0,974.4155589514273,810.7540592671802
11,11,0,974.4155589514273,810.7540592671802
12,12,0,1052.4507965371697,764.4206369506456
13,13,0,1052.4507965371697,764.4206369506456
14,14,0,1052.4507965371697,764.4206369506456
15,20,1,237.36722118249133,92.68452939726401
16,21,1,237.36722118249133,92.68452939726401
17,22,1,243.11078437609888,109.91521897808659
18,23,1,243.11078437609888,109.91521897808659
19,24,1,257.8799468739468,125.50489050359275
20,25,1,257.8799468739468,125.50489050359275
21,26,1,257.8799468739468,125.50489050359275
22,27,1,224.23907673995984,157.50474258226322
23,28,1,224.23907673995984,157.50474258226322
24,29,1,240.64925729312415,143.55608911207352
25,30,1,240.64925729312415,143.55608911207352
26,31,1,240.64925729312415,143.55608911207352
27,32,1,236.54671215483313,160.7867786928961
28,33,1,236.54671215483313,160.7867786928961
29,34,1,247.2133295143899,182.94052243966794
30,35,1,247.2133295143899,182.94052243966794
31,36,1,216.8544954910359,191.1456127162501
32,37,1,216.8544954910359,191.1456127162501
33,38,1,216.8544954910359,191.1456127162501
34,39,1,234.0851850718584,205.0942661864398
35,40,1,234.0851850718584,205.0942661864398
36,41,1,234.0851850718584,205.0942661864398
37,42,1,234.0851850718584,210.01732035238908
38,43,1,234.0851850718584,210.01732035238908
39,44,1,229.98263993356738,229.70953701618632
40,45,1,229.98263993356738,229.70953701618632
41,46,1,210.29042326977014,249.40175367998356
42,47,1,210.29042326977014,249.40175367998356
43,48,1,270.18758228882007,262.5298981225151
44,49,1,270.18758228882007,262.5298981225151
45,50,1,270.18758228882007,262.5298981225151
46,51,1,225.88009479527625,287.96567797991975
47,52,1,225.05958576761805,287.96567797991975
48,53,1,225.05958576761805,292.0682231182109
49,54,1,225.05958576761805,292.0682231182109
50,55,1,225.05958576761805,292.0682231182109
51,56,1,223.41856771230164,308.4784036713752
52,57,1,223.41856771230164,308.4784036713752
53,58,1,221.77754965698523,314.22196686498273
54,59,1,221.77754965698523,314.22196686498273
55,60,1,210.29042326977014,329.81163839048884
56,61,1,210.29042326977014,329.81163839048884
57,62,1,210.29042326977014,329.81163839048884
58,63,1,241.46976632078247,379.0421800499819
59,64,1,241.46976632078247,379.0421800499819
60,65,1,257.1798510049423,426.69240034729285
61,66,1,257.1798510049423,426.69240034729285
62,67,1,257.1798510049423,426.69240034729285
63,68,1,250.3851637802126,468.3664819923018
64,69,1,250.3851637802126,468.3664819923018
65,70,1,240.87260166559096,499.6220432260585
66,71,1,240.87260166559096,499.6220432260585
67,72,1,249.47920548358198,547.6378329474819
68,73,1,249.47920548358198,547.6378329474819
69,74,1,249.47920548358198,547.6378329474819
70,75,1,294.7771203151135,551.2616661340044
71,75,2,559.7108800785766,108.79145768696688
72,76,1,295.2300994634288,551.2616661340044
73,76,2,559.7108800785766,108.79145768696688
74,77,1,326.9386398455008,578.4404150329233
75,77,2,466.17285092553954,152.27843615285255
76,78,1,326.9386398455008,578.4404150329233
77,78,2,467.81386898085594,152.27843615285255
78,79,1,326.9386398455008,578.4404150329233
79,79,2,467.81386898085594,152.27843615285255
80,80,1,364.1412167826488,605.0572711016663
81,80,2,380.0194030214264,203.97050489532037
82,81,1,364.1412167826488,605.0572711016663
83,81,2,380.0194030214264,204.79101392297858
84,82,1,401.1639365360015,627.9440433128298
85,82,2,290.58391900668045,244.17544725057311
86,83,1,401.1639365360015,627.9440433128298
87,83,2,290.58391900668045,244.17544725057311
88,84,1,452.32260383154335,635.3485872635002
89,84,2,220.0201426280736,286.84191668880055
90,85,1,452.32260383154335,635.3485872635002
91,85,2,220.0201426280736,286.84191668880055
92,86,1,452.32260383154335,635.3485872635002
93,86,2,220.0201426280736,286.84191668880055
94,87,1,493.7207359193831,660.2547805521193
95,87,2,284.0198467854147,343.4570395972178
96,88,1,494.05730609895903,660.2547805521193
97,88,2,284.0198467854147,343.4570395972178
98,89,1,524.685192440369,694.9215090484404
99,89,2,294.2973199362906,425.4114150538901
100,90,1,525.0217626199449,694.9215090484404
101,90,2,294.2973199362906,425.4114150538901
102,91,1,525.0217626199449,694.9215090484404
103,91,2,294.2973199362906,425.4114150538901
104,92,1,565.746754348633,722.8568339532428
105,92,2,294.90697022992924,516.2493088060436
106,93,1,565.746754348633,722.8568339532428
107,93,2,294.90697022992924,516.2493088060436
108,94,1,599.0672021266504,756.850422090412
109,94,2,327.2184357927758,604.0389510900042
110,95,1,599.0672021266504,756.850422090412
111,95,2,327.2184357927758,604.0389510900042
112,96,1,629.6950884680602,796.5657032803722
113,96,2,394.27996809302323,644.8855207637907
114,97,1,629.6950884680602,796.5657032803722
115,97,2,394.27996809302323,644.8855207637907
116,98,1,629.6950884680602,796.5657032803722
117,98,2,394.27996809302323,644.8855207637907
118,99,1,656.9572730137111,819.1159053119598
119,99,2,471.0959050914886,695.4864951357958
120,100,1,656.9572730137111,819.1159053119598
121,100,2,471.0959050914886,695.4864951357958
122,101,1,690.9508611508804,838.9735459069398
123,101,2,538.1574373917362,739.381316277776
124,102,1,690.9508611508804,838.9735459069398
125,102,2,538.1574373917362,739.381316277776
126,103,1,690.9508611508804,838.9735459069398
127,103,2,538.1574373917362,739.381316277776
128,104,1,750.8603531153965,812.721071900017
129,104,2,585.710160295548,763.157677729682
130,105,0,401.3866214839471,101.9765229622821
131,105,1,750.5237829358205,812.721071900017
132,105,2,585.710160295548,763.157677729682
133,106,0,371.51375709565514,183.66966230985616
134,106,1,790.2390641257807,795.5559927416443
135,106,2,639.9690364293847,799.1270450543602
136,107,0,371.51375709565514,183.66966230985616
137,107,1,790.2390641257807,795.5559927416443
138,107,2,639.9690364293847,799.1270450543602
139,108,0,333.71543889006114,261.09524960196
140,108,1,816.4915381327037,768.9669485551458
141,108,2,674.109452873147,830.828860323568
142,109,0,333.71543889006114,261.09524960196
143,109,1,816.4915381327037,768.9669485551458
144,109,2,674.109452873147,830.828860323568
145,110,0,333.71543889006114,261.09524960196
146,110,1,816.4915381327037,768.9669485551458
147,110,2,674.109452873147,830.828860323568
148,111,0,291.64956862899686,328.766432195846
149,111,1,816.8281083122796,820.1256158506877
150,111,2,722.2718260705975,824.732357387182
151,112,0,291.64956862899686,328.766432195846
152,112,1,816.8281083122796,820.1256158506877
153,112,2,722.2718260705975,824.732357387182
154,113,0,241.0485942569919,405.5823691943111
155,113,1,817.8378188510073,826.1838790830545
156,113,2,723.4911266578748,843.631516489979
157,114,0,241.0485942569919,405.5823691943111
158,114,1,817.8378188510073,826.1838790830545
159,114,2,723.4911266578748,843.631516489979
160,115,0,241.0485942569919,405.5823691943111
161,115,1,817.8378188510073,826.1838790830545
162,115,2,723.4911266578748,843.631516489979
163,116,0,199.59237428956627,467.7666991454496
164,116,1,821.5400908263426,839.9832564456677
165,116,2,725.3200775387907,845.4604673708949
166,117,0,199.59237428956627,467.7666991454496
167,117,1,821.5400908263426,839.9832564456677
168,117,2,725.3200775387907,845.4604673708949
169,118,0,243.48719543154638,531.7799799775039
170,118,1,817.1646784918555,838.300405547788
171,118,2,736.9034331179242,847.2894182518107
172,119,0,243.48719543154638,531.7799799775039
173,119,1,817.1646784918555,838.300405547788
174,119,2,736.9034331179242,847.2894182518107
175,120,0,269.09250776436807,580.5520034685929
176,120,1,863.6113632733343,843.0123880618512
177,120,2,760.0701442761916,750.9646718569097
178,121,0,269.09250776436807,580.5520034685929
179,121,1,863.6113632733343,843.0123880618512
180,121,2,760.0701442761916,750.9646718569097
181,122,0,269.09250776436807,580.5520034685929
182,122,1,863.6113632733343,843.0123880618512
183,122,2,760.0701442761916,750.9646718569097
184,123,0,308.11012655723925,595.7932608095583
185,123,1,941.022504575799,845.0318091393067
186,123,2,785.0658063153747,677.806636620276
187,124,0,308.11012655723925,595.7932608095583
188,124,1,941.022504575799,845.0318091393067
189,124,2,785.0658063153747,677.806636620276
190,125,0,356.27249975468965,637.8591310706225
191,125,1,1000.2588561811632,803.633677051467
192,125,2,815.5483209973055,569.8985346462413
193,126,0,356.27249975468965,637.8591310706225
194,126,1,1000.2588561811632,803.633677051467
195,126,2,815.5483209973055,569.8985346462413
196,127,0,356.8821500483283,637.2494807769839
197,127,1,1000.2588561811632,803.633677051467
198,127,2,815.5483209973055,569.8985346462413
199,128,0,405.65417353941734,665.9030445779988
200,128,1,1079.352848381507,782.4297557381833
201,128,2,797.8684624817857,482.10889236228087
202,129,0,405.65417353941734,665.9030445779988
203,129,1,1079.352848381507,782.4297557381833
204,129,2,797.8684624817857,482.10889236228087
205,130,0,470.8867549587489,672.6091978080235
206,130,2,759.460493982553,400.4157530147066
207,131,0,470.8867549587489,672.6091978080235
208,131,2,759.460493982553,400.4157530147066
209,132,0,544.0447901953825,675.6574492762165
210,132,2,696.2705212061518,319.15918477756287
211,133,0,544.0447901953825,675.6574492762165
212,133,2,696.2705212061518,319.15918477756287
213,134,0,544.0447901953825,675.6574492762165
214,134,2,695.2702148017527,318.40895497426345
215,135,0,627.5668804238724,704.3110130772313
216,135,2,620.9974642751121,235.8836766113295
217,136,0,627.5668804238724,704.3110130772313
218,136,2,620.9974642751121,235.8836766113295
219,137,0,693.4091121368426,747.5961839255729
220,137,2,539.2224157154776,151.3577854395971
221,138,0,693.4091121368426,747.5961839255729
222,138,2,539.2224157154776,151.3577854395971
223,139,0,693.4091121368426,747.5961839255729
224,139,2,539.2224157154776,151.3577854395971
225,140,0,758.0320432625354,795.7585571230235
226,141,0,758.0320432625354,795.7585571230235
227,142,0,814.1198702772876,851.2367338441372
228,143,0,814.1198702772876,851.2367338441372
229,144,0,859.8436423001835,848.7981326695827
230,145,0,859.8436423001835,848.7981326695827
231,146,0,856.7953908319905,848.7981326695827
232,147,0,918.979720783129,819.5349185749294
233,148,0,918.979720783129,819.5349185749294
234,149,0,985.4316027897377,831.7279244477015
235,150,0,985.4316027897377,831.7279244477015
236,151,0,985.4316027897377,831.7279244477015
237,152,0,1056.1510368518166,843.9209303204739
238,153,0,1056.1510368518166,843.9209303204739
239,156,0,1076.060370548325,867.5765453253119
240,157,0,1076.060370548325,867.5765453253119
241,158,0,1076.060370548325,867.5765453253119
242,159,0,1071.983558213487,866.6705870286813
243,160,0,1071.0775999168563,866.6705870286813
244,161,0,1068.3597250269645,860.3288789522669
245,162,0,1068.3597250269645,860.3288789522669
246,162,3,324.720473723478,130.41325031921198
247,163,0,1068.3597250269645,860.3288789522669
248,163,3,324.720473723478,130.41325031921198
249,164,0,1074.2484539550637,841.7567338713391
250,164,3,351.89922262239713,192.01841449009538
251,165,0,1074.2484539550637,841.7567338713391
252,165,3,351.89922262239713,192.01841449009538
253,166,0,1077.4193079932709,853.5341917275372
254,166,3,355.5230558089197,250.90570377108688
255,167,0,1077.4193079932709,853.5341917275372
256,167,3,355.5230558089197,250.90570377108688
257,168,3,351.4462434740818,322.0234300565919
258,169,3,351.4462434740818,322.0234300565919
259,170,3,351.4462434740818,322.0234300565919
260,171,3,329.7032443549465,382.72263593084466
261,172,3,329.7032443549465,382.72263593084466
262,173,3,312.94301586727966,447.4986541399353
263,174,3,312.94301586727966,447.4986541399353
264,175,3,312.94301586727966,447.4986541399353
265,176,3,270.8159550739552,501.4031727894585
266,177,3,270.8159550739552,501.4031727894585
267,178,3,223.25314450084664,563.4613161086572
268,179,3,223.25314450084664,563.4613161086572
269,180,3,199.24524964013472,562.1023786637113
270,181,3,199.24524964013472,562.1023786637113
271,182,3,199.24524964013472,562.1023786637113
272,183,3,212.38164494127898,572.9738782232789
273,184,3,212.38164494127898,572.9738782232789
274,185,3,221.89420705590067,567.538128443495
275,186,3,221.89420705590067,567.538128443495
276,187,3,221.89420705590067,567.538128443495
277,188,3,196.98035389855812,567.0851492951797
278,189,3,196.98035389855812,567.0851492951797
279,190,3,196.98035389855812,550.324920807513
280,191,3,196.98035389855812,550.324920807513
281,192,3,207.39887430981048,564.3672744052878
282,193,3,207.39887430981048,564.3672744052878
283,194,3,207.39887430981048,564.3672744052878
284,195,3,197.88631219518874,568.4440867401257
285,196,3,197.88631219518874,568.4440867401257
286,197,3,194.26247900866622,563.0083369603419
287,198,3,194.26247900866622,563.0083369603419
288,199,3,194.26247900866622,563.0083369603419
289,200,3,208.3048326064411,506.8389225692423
290,201,3,208.3048326064411,506.8389225692423
291,202,1,272.8274426862126,181.8385099825891
292,202,3,212.38164494127898,442.0629043601516
293,203,1,272.8274426862126,181.8385099825891
294,203,3,212.83462408959429,442.0629043601516
295,204,1,253.31863328977698,270.8474528538265
296,204,3,218.27037386937815,363.2445325532861
297,205,1,253.31863328977698,270.8474528538265
298,205,3,218.27037386937815,363.2445325532861
299,206,1,253.31863328977698,270.8474528538265
300,206,3,218.27037386937815,363.2445325532861
301,207,1,305.138908249059,264.7509499174404
302,207,3,211.92866579296367,338.78365854425886
303,208,1,305.138908249059,264.7509499174404
304,208,3,211.92866579296367,338.78365854425886
305,209,1,358.7881340892569,236.09738611642558
306,209,3,219.62931131432407,300.73341008577216
307,210,1,358.7881340892569,236.09738611642558
308,210,2,1055.6607857599422,532.8677281015466
309,210,3,220.08229046263938,300.73341008577216
310,211,1,358.7881340892569,236.09738611642558
311,211,2,1055.6607857599422,532.8677281015466
312,211,3,220.98824875927,300.28043093745686
313,212,1,442.3102243177468,240.36493817189586
314,212,2,969.5073378558291,497.58583991224316
315,212,3,256.32062232786495,249.09378717782573
316,213,1,442.3102243177468,240.36493817189586
317,213,2,969.5073378558291,497.58583991224316
318,213,3,256.32062232786495,249.09378717782573
319,214,1,542.2928724744793,244.6324902273662
320,214,2,892.3794892559564,436.86817186553486
321,214,3,308.41322438412664,210.13758042270828
322,215,1,542.9025227681178,244.6324902273662
323,215,2,892.3794892559564,436.86817186553486
324,215,3,308.41322438412664,210.13758042270828
325,216,1,638.0079685757414,251.3386434573909
326,216,2,820.9952038496913,356.4582871550293
327,216,3,367.3005136651182,183.86478982041973
328,217,1,637.3983182821028,251.3386434573909
329,217,2,820.9952038496913,356.4582871550293
330,217,3,367.3005136651182,183.86478982041973
331,218,1,636.7886679884642,251.3386434573909
332,218,2,820.9952038496913,356.4582871550293
333,218,3,367.3005136651182,183.86478982041973
334,219,1,728.8458623278947,244.02283993372754
335,219,2,799.6619691305776,266.2022941126251
336,219,3,429.8116361326323,173.89924855748268
337,220,1,728.8458623278947,244.02283993372754
338,220,2,799.6619691305776,266.2022941126251
339,220,3,429.8116361326323,173.89924855748268
340,221,1,734.9423652642809,158.0621485306832
341,221,2,871.866763564501,289.99705591471354
342,221,3,494.1346751934077,175.71116515074397
343,222,1,734.9423652642809,158.0621485306832
344,222,2,871.866763564501,289.99705591471354
345,222,3,494.1346751934077,175.71116515074397
346,223,1,734.9423652642809,158.0621485306832
347,223,2,871.866763564501,289.99705591471354
348,223,3,494.1346751934077,175.71116515074397
349,224,1,719.7011079233155,95.26816828590611
350,224,2,952.2766482750064,304.76621841256144
351,224,3,548.9451521395614,188.39458130357292
352,225,1,719.7011079233155,95.26816828590611
353,225,2,952.2766482750064,304.76621841256144
354,225,3,548.9451521395614,188.39458130357292
355,226,2,1036.7890781238032,349.0737059061054
356,226,3,605.5675456789763,216.4792884991227
357,227,2,1036.7890781238032,349.0737059061054
358,227,3,605.5675456789763,216.4792884991227
359,228,3,651.3184396588235,264.9480573688619
360,229,3,651.3184396588235,264.9480573688619
361,230,3,651.3184396588235,264.9480573688619
362,231,3,689.8216672656257,320.6644926116462
363,232,3,689.8216672656257,320.6644926116462
364,233,3,723.3421242409594,376.83390700274583
365,234,3,723.3421242409594,376.83390700274583
366,235,3,723.7951033892747,376.83390700274583
367,236,3,754.1447063264011,438.43907117362943
368,237,3,754.1447063264011,438.43907117362943
369,238,3,778.6055803354284,511.82169320071125
370,239,3,777.2466428904823,512.7276514973419
371,240,3,777.246642890482,591.5460233042072
372,241,2,1066.043125066938,772.1273122031807
373,241,3,777.246642890482,591.5460233042072
374,242,2,1066.043125066938,772.1273122031807
375,242,3,777.246642890482,591.5460233042072
376,243,2,969.4376204797817,804.8245599096028
377,243,3,762.2983309960764,659.9458746998205
378,244,2,969.4376204797817,804.8245599096028
379,244,3,762.2983309960764,659.9458746998205
380,245,2,865.4009232320749,824.145660827034
381,245,3,743.273206766833,736.9523299134248
382,246,0,1044.2289655054076,680.6948236931917
383,246,1,295.9737101488596,118.3328095135867
384,246,2,865.4009232320749,824.145660827034
385,246,3,743.273206766833,736.9523299134248
386,247,0,1044.2289655054076,680.6948236931917
387,247,1,295.9737101488596,118.3328095135867
388,247,2,865.4009232320749,824.145660827034
389,247,3,743.7261859151483,736.9523299134248
390,248,0,968.0226788005812,692.8878295659639
391,248,1,355.0503601402512,151.9736796475736
392,248,2,763.9132345283198,851.022535734395
393,248,3,709.2997706431843,820.7534723517591
394,249,0,968.0226788005812,692.2781792723252
395,249,1,355.0503601402512,151.9736796475736
396,249,2,763.9132345283198,851.022535734395
397,249,3,709.2997706431843,820.7534723517591
398,250,0,883.8909382784527,684.962375748662
399,250,1,419.05006429759214,220.0759289432056
400,250,2,707.5940813249697,832.2494846666116
401,250,3,630.0284196880033,823.4713472416511
402,251,0,883.8909382784527,684.962375748662
403,251,1,419.05006429759214,220.0759289432056
404,251,2,707.5940813249697,832.2494846666116
405,251,3,630.0284196880033,823.4713472416511
406,252,0,806.465350986349,665.4535663522263
407,252,1,464.17806081879417,298.8447955983945
408,252,2,697.6554072302608,837.7709702747832
409,252,3,626.857565649796,828.9070970214349
410,253,0,806.465350986349,665.4535663522263
411,253,1,464.17806081879417,298.8447955983945
412,253,2,697.6554072302608,837.7709702747832
413,253,3,626.857565649796,828.9070970214349
414,254,0,806.465350986349,665.4535663522263
415,254,1,464.17806081879417,298.8447955983945
416,254,2,694.3425158653579,836.6666731531488
417,254,3,626.857565649796,828.9070970214349
418,255,0,733.3073157497156,638.0193031384888
419,255,1,514.2291115059454,362.0239907280772
420,255,2,705.1942647505352,829.7879575836369
421,255,3,639.9939609509404,839.3256174326872
422,256,0,733.3073157497156,638.0193031384888
423,256,1,514.2291115059454,362.0239907280772
424,256,2,705.1942647505352,829.7879575836369
425,256,3,639.9939609509404,839.3256174326872
426,257,0,665.0264828621912,594.7341322901474
427,257,1,564.2801621930967,435.04929418965855
428,257,2,699.6133492362596,846.933197895487
429,257,3,616.892024386859,825.7362429832276
430,258,0,665.0264828621912,594.7341322901474
431,258,1,564.2801621930967,435.04929418965855
432,258,2,699.6133492362596,846.933197895487
433,258,3,616.892024386859,825.7362429832276
434,259,0,665.0264828621912,593.5148317028702
435,259,1,564.2801621930967,435.04929418965855
436,259,2,699.6133492362596,846.933197895487
437,259,3,616.892024386859,825.7362429832276
438,260,0,619.3027108392955,561.8130164336621
439,260,1,608.5876496866404,496.5874712640248
440,260,2,692.3656828632147,839.6855315224419
441,260,3,616.892024386859,825.7362429832276
442,261,0,619.3027108392955,561.8130164336621
443,261,1,608.5876496866404,496.5874712640248
